,question_id,question,relevant_articles,question_length,num_articles,relevant_titles
878,489007ebb5c3046da20382b8ce995c87,Việc cắm mốc giới để xác định ranh giới hành lang bảo vệ công trình hạ tầng thu nhận dữ liệu ảnh viễn thám thực hiện như thế nào?,"[{'law_id': '03/2019/nđ-cp', 'article_id': '12'}]",29,1,['03/2019/nđ-cp']
337,6784bcbe6abcd6b5eb9b60e4b395cf55,Mức phạt khi đỗ xe ô tô trên dải phân cách cố định ở giữa hai phần đường xe chạy được quy định như thế nào?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",26,1,['100/2019/nđ-cp']
2767,72b40d39b876600fabdfa9a5ab03ded0,"Quy định về kinh phí bảo đảm cho việc quản lý, vận hành Hệ thống cơ sở dữ liệu ngành về các cơ sở giáo dục được quy định như thế nào?","[{'law_id': '26/2019/tt-bgdđt', 'article_id': '4'}]",32,1,['26/2019/tt-bgdđt']
2343,e874f3c053ce7929bbdd919c00feda44,"Quy định về ứng xử giữa công chức, viên chức với cấp trên và đồng nghiệp ngành thanh tra và người làm công tác tiếp công dân","[{'law_id': '01/2021/tt-ttcp', 'article_id': '7'}]",27,1,['01/2021/tt-ttcp']
1016,110d6adc2734419be2125ab7233bc3e6,Mã số REX là gì?,"[{'law_id': '38/2018/tt-bct', 'article_id': '3'}]",5,1,['38/2018/tt-bct']
1275,c0a92f2cc77cd0e582e1712f275119ef,Lựa chọn tài nguyên thông tin có nhiều bản để thanh lọc được quy định ra sao?,"[{'law_id': '02/2020/tt-bvhttdl', 'article_id': '21'}]",17,1,['02/2020/tt-bvhttdl']
455,1b1ca3b5877c836df026df428b7784d3,Mỗi trường THCS sẽ có bao nhiêu % giáo viên hạng II?,"[{'law_id': '03/2021/tt-bgdđt', 'article_id': '11'}]",12,1,['03/2021/tt-bgdđt']
815,74b6f41d9bf1c095776e237084955f9b,Mức phạt khi chở người ngồi trên xe máy không đội mũ bảo hiểm,"[{'law_id': '100/2019/nđ-cp', 'article_id': '6'}]",14,1,['100/2019/nđ-cp']
2317,d745061f63a07ce6fd757f2d9e64e927,Nhân viên phục vụ trên xe buýt thu tiền vé cao hơn quy định bị phạt bao nhiêu tiền?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '31'}]",19,1,['100/2019/nđ-cp']
995,10b1802100bdee2e13f68c93d9048f04,"Mức phạt khi phá dỡ trái phép cấu kiện, phụ kiện của công trình đường bộ","[{'law_id': '100/2019/nđ-cp', 'article_id': '15'}]",16,1,['100/2019/nđ-cp']
1981,aa7d7054cd16a147ee12584c8653ace3,"Mức phạt khi điều khiển xe ô tô mà không có bộ phận giảm thanh, giảm khói","[{'law_id': '100/2019/nđ-cp', 'article_id': '16'}]",17,1,['100/2019/nđ-cp']
201,a9bb8ae8a0ae7916f0546dd73c87fcb8,Mức hỗ trợ cho người phiên dịch tham gia thi hành án tử hình bằng hình thức tiêm thuốc độc là bao nhiêu?,"[{'law_id': '43/2020/nđ-cp', 'article_id': '3'}]",23,1,['43/2020/nđ-cp']
161,8c0f744a438efc8d5c3b4131ce182182,Mức phạt đối với hành vi không báo cáo định kỳ kết quả hoạt động đánh giá sự phù hợp đã đăng ký được quy định như thế nào?,"[{'law_id': '119/2017/nđ-cp', 'article_id': '21'}]",29,1,['119/2017/nđ-cp']
1579,900a69ab596abcf52de668595fd7a0e3,Giáo dục nghề nghiệp để nhằm mục tiêu gì?,"[{'law_id': '43/2019/qh14', 'article_id': '36'}]",9,1,['43/2019/qh14']
2777,94ae502e5bf5a3befe8098db04624096,Xây dựng lò gạch cách chỉ giới hành lang an toàn đường sắt bao nhiêu thì không bị phạt?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '52'}]",19,1,['100/2019/nđ-cp']
2449,746489061355cbf2184781b55ae9dd1e,Nội dung giám định xây dựng được quy định như thế nào?,"[{'law_id': '06/2021/nđ-cp', 'article_id': '6'}]",12,1,['06/2021/nđ-cp']
702,bcf0e81b4d30c4fafd4ed16ddede65e9,"Mức phạt khi treo băng rôn, biểu ngữ trái phép gây ảnh hưởng đến trật tự an toàn giao thông đường bộ","[{'law_id': '100/2019/nđ-cp', 'article_id': '12'}]",22,1,['100/2019/nđ-cp']
1500,abd4e619e10312b73ab67993468a4362,Nhà đầu tư nước ngoài bị đình chỉ sử dụng mã số giao dịch chứng khoán trong những trường hợp nào?,"[{'law_id': '155/2020/nđ-cp', 'article_id': '147'}]",21,1,['155/2020/nđ-cp']
1129,7b060c25c275fa3335cb435cffea6416,Đại lý bảo hiểm gồm các hoạt động nào?,"[{'law_id': '24/2000/qh10', 'article_id': '3'}]",9,1,['24/2000/qh10']
2613,01c83de6fe6a0edc59718b2d0bf212e5,"Yêu cầu về nội dung, phương pháp giáo dục từ 01/7/2020 được quy định như thế nào?","[{'law_id': '43/2019/qh14', 'article_id': '7'}]",17,1,['43/2019/qh14']
1021,397aac2aaf8457dfa54319947d704caf,"Ký hợp đồng, kiểm tra đánh giá điều chỉnh, chấm dứt hợp đồng nhiệm vụ quỹ gen được quy định như thế nào?","[{'law_id': '17/2016/tt-bkhcn', 'article_id': '16'}]",23,1,['17/2016/tt-bkhcn']
3073,212e73779317334763089ad5061395b1,Bố mẹ được phép bán đất đứng tên con khi con 16 tuổi không?,"[{'law_id': '91/2015/qh13', 'article_id': '21'}]",14,1,['91/2015/qh13']
1585,4ef52665679b8fdb973323f14ddf56c5,"Nội dung chi, mức chi hỗ trợ bồi dưỡng nguồn nhân lực phát triển hợp tác xã giai đoạn 2015- 2020 được quy định như thế nào?","[{'law_id': '43/2017/tt-btc', 'article_id': '11'}]",27,1,['43/2017/tt-btc']
1955,eae590f26c702216c3d9125db2261f96,Người đi bộ vượt đèn đỏ có bị phạt hay không?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '9'}]",11,1,['100/2019/nđ-cp']
2253,28c48631c7ceccbdaefee4a208b3d00b,Kích động người khác thực hiện hành vi bạo lực gia đình bị xử lý ra sao?,"[{'law_id': '167/2013/nđ-cp', 'article_id': '59'}]",17,1,['167/2013/nđ-cp']
34,cb5085605a53c6b7e92eeed195e830d6,Nếu sử dụng NLĐ chưa đủ 18 tuổi sản xuất bia phạt bao nhiêu?,"[{'law_id': '98/2020/nđ-cp', 'article_id': '4'}, {'law_id': '98/2020/nđ-cp', 'article_id': '30'}]",14,2,"['98/2020/nđ-cp', '98/2020/nđ-cp']"
775,4758acd86add7e58999b35a683d18d7a,Giá dịch vụ sự nghiệp công không sử dụng ngân sách nhà nước được quy định như thế nào?,"[{'law_id': '145/2017/tt-btc', 'article_id': '3'}]",19,1,['145/2017/tt-btc']
2556,6e0074145cbe65ceec934229c2935906,Khu vực ô nhiễm bom mìn vật nổ là gì?,"[{'law_id': '18/2019/nđ-cp', 'article_id': '3'}]",10,1,['18/2019/nđ-cp']
1478,461d271e83694c772a784f7dbefcf47a,Thế nào là khai thác thủy sản bất hợp pháp?,"[{'law_id': '26/2019/nđ-cp', 'article_id': '3'}]",10,1,['26/2019/nđ-cp']
3003,4a26362e66b0fa27f9d61210ff67d06f,Việc thực hiện dân chủ trong hoạt động của cơ sở giáo dục nhằm mục đích gì?,"[{'law_id': '11/2020/tt-bgdđt', 'article_id': '2'}]",17,1,['11/2020/tt-bgdđt']
1390,554d53926a49c7133d284b7bece92ba5,"Điều khiển xe mô tô, xe gắn máy không có đèn báo hãm bị phạt bao nhiêu?","[{'law_id': '100/2019/nđ-cp', 'article_id': '17'}]",17,1,['100/2019/nđ-cp']
2139,8dcf9dfad84ba0f8fab5820c19491b4c,"Chế độ bổ nhiệm, miễn nhiệm, cách chức Thủ trưởng, Phó Thủ trưởng Cơ quan Điều tra được quy định như thế nào?","[{'law_id': '99/2015/qh13', 'article_id': '57'}]",23,1,['99/2015/qh13']
1363,d310f03b5738b31410a2d5c87fcbbbb3,Mức phạt đối với hành vi điều khiển xe máy gây tai nạn giao thông mà không giữ nguyên hiện trường,"[{'law_id': '100/2019/nđ-cp', 'article_id': '6'}]",21,1,['100/2019/nđ-cp']
2945,8f122d1a6a3196ae03992c34ebd5fa78,Thời gian lưu trữ hồ sơ hoàn thành công trình xây dựng thuộc dự án nhóm C tối thiểu bao nhiêu năm?,"[{'law_id': '06/2021/nđ-cp', 'article_id': '26'}]",22,1,['06/2021/nđ-cp']
2612,de9443e3b2d116b4c92c4ed34b533c64,Hành khách mang hàng cấm lưu thông trên xe khách bị phạt bao nhiêu?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '32'}]",14,1,['100/2019/nđ-cp']
2824,11789a5a153fe22552ae28b39e609709,Công ty chứng khoán có trách nhiệm gì khi được yêu cầu phong tỏa tài khoản của pháp nhân thương mại để thi hành án?,"[{'law_id': '44/2020/nđ-cp', 'article_id': '14'}]",25,1,['44/2020/nđ-cp']
2041,1949d84fde326d26eb9844f947b7e104,"Mức phạt hành vi không bổ sung kịp thời theo quy định các biển báo hiệu nguy hiểm đã bị mất, bị hư hỏng mất tác dụng","[{'law_id': '100/2019/nđ-cp', 'article_id': '15'}]",27,1,['100/2019/nđ-cp']
241,79b13dbf3be5ca068422ea5f83d30785,Mức phạt nếu trồng cây trong phạm vi đất dành cho đường bộ làm che khuất tầm nhìn,"[{'law_id': '100/2019/nđ-cp', 'article_id': '12'}]",18,1,['100/2019/nđ-cp']
2061,14b25492501510e80330d1f2e353e358,Bom mìn vật nổ sau chiến tranh là gì?,"[{'law_id': '18/2019/nđ-cp', 'article_id': '3'}]",9,1,['18/2019/nđ-cp']
2363,90d7fea9c5b8327b14c3020d18cca41e,"Các khoản chi nào không được tính vào chi phí hợp lý, hợp lệ để xác định giá sản phẩm, dịch vụ thủy lợi khác?","[{'law_id': '96/2018/nđ-cp', 'article_id': '7'}]",25,1,['96/2018/nđ-cp']
600,7781975e1ddedfa87c934ee025733f4f,"Tư vấn xác định đề tài, dự án sản xuất thử nghiệm cấp Bộ Y tế là gì?","[{'law_id': '37/2010/tt-byt', 'article_id': '2'}]",18,1,['37/2010/tt-byt']
2435,5a0af22a619a24ecee1d9064e35f3347,"Chấp hành, sử dụng và quyết toán kinh phí công tác cải chính hành chính nhà nước được quy định như thế nào?","[{'law_id': '26/2019/tt-btc', 'article_id': '5'}]",23,1,['26/2019/tt-btc']
1297,3f7b908d86a61327a7ccd9c9294dc8bb,Hướng dẫn kỹ thuật Hệ thống cơ sở dữ liệu ngành về các cơ sở giáo dục được quy định như thế nào?,"[{'law_id': '26/2019/tt-bgdđt', 'article_id': '8'}]",23,1,['26/2019/tt-bgdđt']
2214,125248d5b2bea72dd292de28fec01cf8,Nội dung thực hiện khi tổ chức tham gia khóa đào tạo trọn gói của các tổ chức đào tạo xúc tiến thương mại được quy định như thế nào?,"[{'law_id': '11/2019/tt-bct', 'article_id': '27'}]",30,1,['11/2019/tt-bct']
2888,3e875fa26470a5bc5623986ac5b67b3b,Xử lý cán bộ thành lập doanh nghiệp trái quy định được quy định như thế nào?,"[{'law_id': '59/2019/nđ-cp', 'article_id': '83'}]",17,1,['59/2019/nđ-cp']
2068,3848776d7c4d6685a3f62e2d46215588,Có gương chiếu hậu bên trái vẫn xử phạt?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '17'}]",9,1,['100/2019/nđ-cp']
646,46b26102bd6257b2f7e622c17ff2db55,Kỳ thống kê hình sự liên ngành được quy định như thế nào?,"[{'law_id': '05/2018/ttlt-vksndtc-tandtc-bca-bqp', 'article_id': '6'}]",13,1,['05/2018/ttlt-vksndtc-tandtc-bca-bqp']
1528,d9c9f007541e7e1dc6fdb594aa179afd,Mức phạt đối với hành vi mua sắm vật tư trong công ty nhà nước vượt định mức được quy định như thế nào?,"[{'law_id': '63/2019/nđ-cp', 'article_id': '36'}]",24,1,['63/2019/nđ-cp']
2879,648229eca94b8210ad0f4d20c715074f,Hướng dẫn thủ tục bán nhà đang thế chấp tại ngân hàng được quy định như thế nào?,"[{'law_id': '91/2015/qh13', 'article_id': '321'}]",18,1,['91/2015/qh13']
1267,c4ee572e5ed10d36fda92912a41e1320,"Điều kiện để trở thành nhân viên y tế trong hoạt động thể dục, thể thao chuyên nghiệp được quy định như thế nào?","[{'law_id': '36/2019/nđ-cp', 'article_id': '11'}]",24,1,['36/2019/nđ-cp']
1899,a6732b2c4a59f3bdf592c8aa7fd7d013,Chứng chỉ đấu thầu có thời hạn bao nhiêu năm?,"[{'law_id': '63/2014/nđ-cp', 'article_id': '111'}]",10,1,['63/2014/nđ-cp']
562,a79b34c9ebd728a9e4f021dc9a64ca9d,Quy định về trao đổi dữ liệu thi hành án hình sự được quy định như thế nào?,"[{'law_id': '59/2020/nđ-cp', 'article_id': '12'}]",18,1,['59/2020/nđ-cp']
3156,0384f69e29f50779f832a7c90aed3359,Mức phạt đối với hành vi điều khiển xe máy có sử dụng ô (dù),"[{'law_id': '100/2019/nđ-cp', 'article_id': '6'}]",15,1,['100/2019/nđ-cp']
2734,0fe593a773cf391978df28051ff1501e,Thẩm quyền công khai tài sản công của các đơn vị thuộc Bộ Quốc phòng được quy định như thế nào?,"[{'law_id': '26/2019/tt-bqp', 'article_id': '5'}]",21,1,['26/2019/tt-bqp']
3005,477dc611de17e2fd2f7d415a8207217a,Quản lý việc tham gia thực hiện các nhiệm vụ do nhà nước giao đối với hội thể thao quốc gia được quy định như thế nào?,"[{'law_id': '01/2013/tt-bvhttdl', 'article_id': '14'}]",27,1,['01/2013/tt-bvhttdl']
189,c3799e8baab5cd48188a7da9d458ae0f,"Mức trích lập dự phòng bảo hành sản phẩm, hàng hóa, dịch vụ, công trình xây dựng được quy định như thế nào?","[{'law_id': '48/2019/tt-btc', 'article_id': '7'}]",23,1,['48/2019/tt-btc']
1806,7a120401517eb9a7c92f9930c8f5e243,Diện tích kinh doanh là gì?,"[{'law_id': '1371/2004/qđ-btm', 'article_id': '2'}]",6,1,['1371/2004/qđ-btm']
975,f95fd8e21c3c932833563d6fdc4b4c6f,Mức phạt nếu điều khiển xe ô tô không có còi hoặc có nhưng còi không có tác dụng,"[{'law_id': '100/2019/nđ-cp', 'article_id': '16'}]",19,1,['100/2019/nđ-cp']
2747,6d2ace9e60ff347dd29cf462e5b60c2d,Điều kiện để NLĐ tạm hoãn hợp đồng được hỗ trợ do bị ảnh hưởng bởi Covid-19?,"[{'law_id': '15/2020/qđ-ttg', 'article_id': '1'}]",17,1,['15/2020/qđ-ttg']
2047,d9ea4861d40c4b84739dc7d84831e0c8,"Tiêu chuẩn công chức, viên chức làm công tác liên quan đến bí mật nhà nước ngành tài nguyên môi trường được quy định như thế nào?","[{'law_id': '11/2017/tt-btnmt', 'article_id': '3'}]",27,1,['11/2017/tt-btnmt']
2558,265ce56261d870890baa8cce75308128,"Việc cấp lại, cấp bổ sung Sổ nhật ký đoàn thanh tra được thực hiện như thế nào và theo quy định nào?","[{'law_id': '05/2014/tt-ttcp', 'article_id': '6'}]",23,1,['05/2014/tt-ttcp']
1082,73ceebe1e2676075be07ecdf8464eaee,Hồ sơ đề nghị công bố mở luồng đường thủy nội địa gồm những gì?,"[{'law_id': '08/2021/nđ-cp', 'article_id': '9'}]",15,1,['08/2021/nđ-cp']
474,44ef0545997a08e2ad6167ef24d0258e,Mức phạt khi lùi xe ô tô tại đường có biển “Cấm đi ngược chiều” là bao nhiêu?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '5'}]",18,1,['100/2019/nđ-cp']
2904,ecab95e2df58e7a5d5ef4a7dbcbfdbe3,Mô tô chạy trên nước phục vụ giải trí có cần đăng kiểm không?,"[{'law_id': '48/2019/nđ-cp', 'article_id': '6'}]",14,1,['48/2019/nđ-cp']
747,0ef48d826a19aacd9f9ccf6c69052122,Xử lý vi phạm quy định về xuất khẩu giống thủy sản được quy định như thế nào?,"[{'law_id': '42/2019/nđ-cp', 'article_id': '11'}]",18,1,['42/2019/nđ-cp']
2300,bbff26f53dbaa17660719446256d1998,Nhà ở riêng lẻ có phải lập quy trình bảo trì riêng không?,"[{'law_id': '06/2021/nđ-cp', 'article_id': '31'}]",13,1,['06/2021/nđ-cp']
21,5dd91feecb94becb0cb99135a2d24b27,"Phương pháp và thẩm quyền quyết định giá, đơn giá đối với dịch vụ sự nghiệp công sử dụng ngân sách nhà nước được quy định như thế nào?","[{'law_id': '32/2019/nđ-cp', 'article_id': '8'}]",29,1,['32/2019/nđ-cp']
459,a02a469d84f4b51a78c745f19730ccaa,Phiếu an toàn hóa chất thiếu 01 trong các nội dung bắt buộc xử phạt như thế nào?,"[{'law_id': '71/2019/nđ-cp', 'article_id': '23'}]",18,1,['71/2019/nđ-cp']
1184,8d93db79081b06d9c44645124206ab41,Mức chi phí đóng góp hoạt động của Hội đồng xổ số kiến thiết khu vực được quy định như thế nào?,"[{'law_id': '122/2017/nđ-cp', 'article_id': '5'}, {'law_id': '138/2017/tt-btc', 'article_id': '6'}]",22,2,"['122/2017/nđ-cp', '138/2017/tt-btc']"
2324,bb6403e2fec9396ce08cbcd37dfcaf82,Thời hạn đưa tài liệu kế toán ngành Ngân hàng vào lưu trữ được quy định ra sao?,"[{'law_id': '1913/2005/qđ-nhnn', 'article_id': '18'}]",18,1,['1913/2005/qđ-nhnn']
955,d753279c37dd765afe675106594d7df7,"Thanh tra, giám sát ngân hàng có trách nhiệm gì trong việc quản lý và sử dụng Quỹ thực hiện chính sách tiền tệ quốc gia?","[{'law_id': '36/2019/tt-nhnn', 'article_id': '8'}]",26,1,['36/2019/tt-nhnn']
1215,a86ad7aaf968bd25beffdcd2776cb3da,Thẩm quyền giải quyết khiếu nại của Chủ tịch Ủy ban nhân dân cấp huyện được quy đinh như thế nào?,"[{'law_id': '02/2011/qh13', 'article_id': '18'}]",21,1,['02/2011/qh13']
2433,a0d58f8822a7ab7e5b84f9abfd8650c8,Trách nhiệm bảo vệ công trình thuộc kết cấu hạ tầng đường thủy nội địa được quy định như thế nào?,"[{'law_id': '08/2021/nđ-cp', 'article_id': '35'}]",21,1,['08/2021/nđ-cp']
2853,cd2666a0c7b3f7ee58c65fb952ba996b,Kế hoạch thực hiện quy hoạch năng lượng nguyên tử được quy định như thế nào?,"[{'law_id': '41/2019/nđ-cp', 'article_id': '31'}]",16,1,['41/2019/nđ-cp']
1515,7fbf09e974eca3ba30d77fc9b336ff41,"Không thông báo sau khi được lựa chọn lập đề án, báo cáo trong hồ sơ đề nghị cấp giấy phép tài nguyên nước bị phạt thế nào?","[{'law_id': '36/2020/nđ-cp', 'article_id': '7'}]",28,1,['36/2020/nđ-cp']
2391,2c9c0614be70d2fe523013a3b961f42c,Khái niệm về chất lượng dịch vụ sự nghiệp công về lập báo cáo hiện trạng môi trường quốc gia,"[{'law_id': '21/2019/tt-btnmt', 'article_id': '3'}]",20,1,['21/2019/tt-btnmt']
769,5f47467248091385e73f5353be5ffb22,"Mức chi hỗ trợ để thành lập hội, hiệp hội ngành nghề cấp vùng và cấp quốc gia là bao nhiêu?","[{'law_id': '28/2018/tt-btc', 'article_id': '8'}]",21,1,['28/2018/tt-btc']
1685,2970d9e9d3244aba7c668149a2ee7503,Đòi hỏi thêm các khoản ngoài thù lao mà trung tâm tư vấn đã thu thì bị xử phạt bao nhiêu được quy định như thế nào?,"[{'law_id': '82/2020/nđ-cp', 'article_id': '10'}]",27,1,['82/2020/nđ-cp']
130,f2f544cca405ff27ad52b3e7fed85899,Đấu giá lô cổ phần kèm nợ phải thu có thể đấu giá ngoài trụ sở tổ chức bán đấu giá không?,"[{'law_id': '50/2019/tt-btc', 'article_id': '8'}]",22,1,['50/2019/tt-btc']
2919,6649bdaa19500031e0e6594e7f37d74d,Hội đồng Thi đua - Khen thưởng làm việc theo nguyên tắc nào?,"[{'law_id': '21/2020/tt-bgdđt', 'article_id': '10'}]",13,1,['21/2020/tt-bgdđt']
3171,c1188ce389ff33388d4a9490d62d09a4,Cơ chế hỗ trợ doanh nghiệp vận tải biển Việt Nam về vận tải hàng hóa được quy định như thế nào?,"[{'law_id': '149/2003/qđ-ttg', 'article_id': '3'}]",22,1,['149/2003/qđ-ttg']
2135,be1cbe5419c455195bfce52907594b1a,Đơn vị trên bờ bao gồm những đơn vị nào?,"[{'law_id': '05/2019/tt-bgtvt', 'article_id': '2'}]",10,1,['05/2019/tt-bgtvt']
1482,8de79d03ae0b34a9ef3c5fd3b21a2cb9,Trả khách trên đường cao tốc phạt bao nhiêu tiền?,"[{'law_id': '100/2019/nđ-cp', 'article_id': '23'}]",10,1,['100/2019/nđ-cp']
